Location,Bedrooms,Bathrooms,Amenities,Price
"Nyangumi Road, Kilimani",3,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 150,000
 / mont"
"Brookside, Westlands",5,,"['BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'Garden', 'Parking', 'Scenic View', 'Shopping Centre', 'Staff Quarters']"," 250,000
 / mont"
"Westlands Area, Westlands",,,"['Backup Generator', 'CCTV', 'Lift/Elevator']"," 120
 / mont"
"riara road, Kilimani",4,4,"['Alarm', 'BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
Lavington,5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Spring Valley, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 200,000
 / mont"
"Farasi lane, Markge 18, Lower Kabete, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 700,000
 / mont"
Karen,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Kangundo road, Kileleshwa",1,1,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking']"," 140,000
 / mont"
"Rhapta Road, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 280,000
 / mont"
"Runda, Westlands",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"Rhapta, 0203p, Westlands Area, Westlands",4,3,"['Aircon', 'BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 180,000
 / mont"
"Runda, Westlands",4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 300,000
 / mont"
"Thigiri, Westlands",4,,"['Garden', 'Scenic View', 'Swimming Pool']"," 760,000
 / mont"
Karen,1,,"['En Suite', 'Furnished', 'Garden']"," 110,000
 / mont"
Thika Road,3,3,"['Backup Generator', 'Balcony', 'En Suite', 'Parking', 'Swimming Pool']"," 85,000
 / mont"
Kilimani,2,2,"['Alarm', 'BBQ', 'Backup Generator', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Serviced', 'Swimming Pool', 'Walk In Closet']",Price not communicated
Mombasa Road,,,"['CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']"," 75
 / mont"
Kilimani,,,"['Garden', 'Parking']"," 500,000
 / mont"
"Spring valley, Spring Valley, Westlands",4,4,"['En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"Yaya Center, Kilimani",3,3,"['Alarm', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 120,000
 / mont"
"Westlands Area, Westlands",1,1,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 150,000
 / mont"
"Lowerkabete, Hill View, Westlands",4,4,"['BBQ', 'Balcony', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 450,000
 / mont"
"Near ISK, Kitisuru, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 75,000
 / mont"
"kindaruma road, Kilimani",2,2,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 100,000
 / mont"
"Nyari, Westlands",1,1,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 160,000
 / mont"
"Kuro road, Karen",3,3,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 380,000
 / mont"
"Runda, Westlands",4,4,"['Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
Karen,6,8,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 600,000
 / mont"
"Westlands Area, Westlands",,,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Wheelchair Access']"," 168
 / mont"
"General Mathenge, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 280,000
 / mont"
"Riverside, Westlands",3,4,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
"Near Yaya Center, Off Kindaruma Road, Kilimani",1,1,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 150,000
 / mont"
Lavington,5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"Wood-Avenue off Lenana road, Kilimani",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Wheelchair Access']"," 180,000
 / mont"
"Lavington, lavington",2,2,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Walk In Closet']"," 75,000
 / mont"
"Mashroom Road, Kiambu Road",6,6,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Garden', 'Gym', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 230,000
 / mont"
"Riara rd, 047, Lavington",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 230,000
 / mont"
"two rivers, Gigiri, Westlands",3,3,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 265,000
 / mont"
"Riverside, Westlands",3,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Westlands Area, Westlands",,,[]," 131
 / mont"
Karen,5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Church road, 101, Waiyaki Way, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
"Runda, 01, Westlands",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 250,000
 / mont"
"Waiyaki Way, Westlands",3,2,"['Balcony', 'Electric Fence', 'En Suite', 'Parking', 'Swimming Pool']"," 65,000
 / mont"
"Rosslyn, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 500,000
 / mont"
"Kihigo village, Kitisuru, Westlands",3,3,"['Balcony', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 580,000
 / mont"
"Westlands Area, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"Red hill, 50, Nyari, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 260,000
 / mont"
Kiambu Road,2,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 55,000
 / mont"
"Riverside Drive, Riverside, Westlands",,,[]," 189
 / mont"
"Waiyaki Way, Westlands Area, Westlands",,,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Fibre Internet', 'Furnished', 'Garden', 'Lift/Elevator', 'Parking', 'Wheelchair Access']"," 200,000
 / mont"
"Loresho ridge, Loresho, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 550,000
 / mont"
"Gigiri, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Donyo Sabuk Rd off Gen Mathenge, Westlands Area, Westlands",2,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Wheelchair Access']"," 190,000
 / mont"
Mombasa Road,,,"['Alarm', 'CCTV', 'Parking', 'Service Charge Included']"," 300,000
 / mont"
"Westlands Area, Westlands",1,1,[]," 224,000
 / mont"
Lavington,5,,"['Backup Generator', 'Borehole', 'CCTV', 'En Suite', 'Garden']"," 200,000
 / mont"
"Nyari, Westlands",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 400,000
 / mont"
Lavington,4,5,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 250,000
 / mont"
"kilimani, Kilimani",4,4,"['BBQ', 'Balcony', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 200,000
 / mont"
Mombasa Road,,,['Backup Generator']," 180,000
 / mont"
"Riverside, Westlands",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 180,000
 / mont"
Lavington,4,4,"['En Suite', 'Garden', 'Parking']"," 260,000
 / mont"
"Riverside, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 400,000
 / mont"
Lavington,3,,[]," 75,000
 / mont"
"Westlands Area, Westlands",3,3,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 135,000
 / mont"
"Kisembe road, Karen",4,4,"['Balcony', 'En Suite', 'Garden', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
"Parklands, Westlands",,,[]," 120
 / mont"
"Westlands Area, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 330,000
 / mont"
Muthaiga,4,4,"['Backup Generator', 'Balcony', 'En Suite', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 582,000
 / mont"
"Runda, Westlands",6,6,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 800,000
 / mont"
"Riverside, Westlands",,1,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Furnished', 'Garden', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 22,000
 / mont"
"Runda, Westlands",2,2,['Garden']," 150,000
 / mont"
"General Mathenge, Westlands",1,1,"['Backup Generator', 'Balcony', 'En Suite', 'Furnished', 'Lift/Elevator', 'Parking', 'Walk In Closet']"," 150,000
 / mont"
"Westlands Area, Westlands",,,[]," 85
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 170,000
 / mont"
Lavington,4,3,"['En Suite', 'Garden']"," 250,000
 / mont"
"Riverside, Westlands",3,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Wheelchair Access']"," 180,000
 / mont"
"Westlands Area, Westlands",,,[]," 169,000
 / mont"
"Runda, Westlands",5,5,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 576,000
 / mont"
"Karen Hardy, Karen",5,5,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"Westlands, 01, Westlands Area",2,2,"['Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet']"," 160,000
 / mont"
"Riverside, Westlands",3,,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 150,000
 / mont"
"Westlands Area, Westlands",1,1,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
"Nyari, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
Karen,,,[]," 191,200
 / mont"
"Upper Hill, Kilimani",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 180,000
 / mont"
"Brookside Gardens, Brookside, Westlands",2,2,"['Furnished', 'Serviced']"," 230,000
 / mont"
"Runda, Westlands",1,1,"['BBQ', 'Fibre Internet', 'Garden', 'Parking']"," 100,000
 / mont"
"General Mathenge, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Westlands Area, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 170,000
 / mont"
Karen,5,6,[]," 700,000
 / mont"
Kileleshwa,,,[]," 190,000
 / mont"
Industrial Area,,,[]," 258,621
 / mont"
"Runda, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking']"," 330,000
 / mont"
"Lavington, O",5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Nyari, Westlands",5,,"['Balcony', 'Swimming Pool']"," 690,000
 / mont"
Kileleshwa,,1,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 50,000
 / mont"
Mombasa Road,,,['Backup Generator']," 350,000
 / mont"
Lavington,5,5,"['Backup Generator', 'Balcony', 'En Suite', 'Garden', 'Parking', 'Staff Quarters']"," 250,000
 / mont"
"Brookside, Westlands",5,5,[]," 200,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 170,000
 / mont"
Muthaiga,4,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
Karen,,,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking']"," 864,500
 / mont"
"Parklands, Westlands",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 160,000
 / mont"
Kileleshwa,3,3,"['Parking', 'Shopping Centre']"," 250,000
 / mont"
"Parklands, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 135,000
 / mont"
"Nyari, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 225,000
 / mont"
"Off Chiromo Road, Riverside, Westlands",3,3,"['Backup Generator', 'Electric Fence', 'Garden', 'Parking', 'Swimming Pool']"," 220,000
 / mont"
"Kitisuru, Westlands",3,,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included']"," 400,000
 / mont"
